fv_e1,fv_e2,fv_e3,fv_e4,fv_e5,fv_e7,fv_e8,fv_e9,fv_e10,fv_e11,fv_e12,fv_e13,fv_e14,fv_e15,fv_e16,fv_e17,class
50.13232129,49.86767871,1.005306896,2.027046246,2.844231969,4.807761885,7.009158667,0.113434018,0.704347826,8.285714286,0.015625,0.685925674,1.0505157,0.155912081,0.113429218,9.738152722,2
54.48185613,45.51814387,1.196926138,2.036499752,2.955908919,7.1196678,13.91067506,0.115717072,0.654867257,12.66666667,0.015625,0.511813249,1.058093717,0.198641593,0.115700693,9.765110106,2
48.96638,51.03362,0.959492585,1.98214189,1.654128702,4.64552054,30.93102249,0.092094885,0.54676259,7.368421053,0.015625,0.150189686,0.818367577,0.266281668,0.091992006,9.859047651,2
42.04525031,57.95474969,0.725484116,1.59526619,3.060004861,2.930712196,3.250018613,0.079132378,0.50877193,4.777777778,0.015625,0.901752434,0.638599036,0.116322389,0.079132378,9.875359669,2
45.02713826,54.97286174,0.819079394,1.943153456,2.93719231,3.856678602,6.76390239,0.094026495,0.572289157,6.185185185,0.015625,0.570185432,0.659910412,0.155001903,0.093930085,9.781894193,2
51.96452549,48.03547451,1.081794778,2.597071168,2.399489579,5.938208856,26.24819381,0.113220834,0.64028777,15.55555556,0.03125,0.226233047,0.834610646,0.256618979,0.113043693,9.765761004,2
54.30418131,45.69581869,1.188384033,2.203377386,2.798340685,7.076038283,15.00242179,0.121675787,0.663716814,14.25,0.015625,0.471659735,1.055198677,0.211982225,0.121662644,9.786546877,2
57.89038361,42.1096164,1.374754476,2.186001802,2.929565342,6.154969889,18.51904985,0.115649254,0.693693694,11.2,0.015625,0.332358838,1.056581914,0.215756739,0.115568379,9.791717076,2
68.6135204,31.3864796,2.18608526,2.091833234,4.095857809,12.71654754,11.86841473,0.164544063,0.578571429,7.05,0.015625,1.07146134,0.736699619,0.230259239,0.164542512,9.831582466,1
58.09095052,41.90904948,1.386119495,1.721889862,4.30007492,25.70044507,44.46172902,0.21002108,0.606557377,6.611111111,0.015625,0.578035214,0.707540698,0.355165775,0.210020055,9.824781206,1
43.04356459,56.95643541,0.755727852,2.041479512,3.055590467,13.00519409,40.3820787,0.164598751,0.634920635,7.6875,0.015625,0.322053607,0.737553294,0.316889009,0.164586814,9.804491664,1
53.6472854,46.3527146,1.157370951,2.611900041,2.533073344,11.85788194,30.8960456,0.143469853,0.64516129,11.36363636,0.015625,0.383799341,0.899102364,0.295978076,0.143363397,9.764920899,1
64.97886788,35.02113212,1.855418827,2.102155247,3.241289392,11.45741536,29.77109047,0.133641223,0.685185185,13.625,0.015625,0.384850376,1.096163725,0.262091651,0.133586845,9.741623849,1
61.83815032,38.16184968,1.620418057,1.212979108,3.990871651,9.416533919,5.485969195,0.127855717,0.75,8.818181818,0.015625,1.716475901,1.209041315,0.172211102,0.127841968,9.739887424,1
57.01714648,42.98285352,1.326509104,1.998018225,1.993887441,5.045920001,45.2064595,0.106143846,0.6484375,10.75,0.015625,0.111619447,0.935347195,0.308033155,0.106066074,9.739337565,1
53.11277939,46.88722061,1.132777305,2.407020076,2.44474315,3.108532038,8.843870721,0.079123831,0.576923077,4.757575758,0.015625,0.351489991,0.767211152,0.173875172,0.079058888,9.764767875,1
