fv_e1,fv_e2,fv_e3,fv_e4,fv_e5,fv_e7,fv_e8,fv_e9,fv_e10,fv_e11,fv_e12,fv_e13,fv_e14,fv_e15,fv_e16,fv_e17,class
43.9283788,56.0716212,0.783433364,1.695468659,2.170563255,0.644402683,1.284422167,0.074595675,0.571428571,7.166666667,0.015625,0.501706292,1.012592129,0.0853323,0.074536274,9.658277785,1
48.371561,51.628439,0.936916977,2.759242804,3.487221134,0.850014255,1.610185057,0.067931469,0.486486487,9.375,0.15625,0.527898487,1.028631492,0.078077437,0.067930156,9.688685084,1
36.57735446,63.42264554,0.576723884,1.349719137,1.638214893,1.080327806,2.135976082,0.064102395,0.428571429,8.142857143,0.015625,0.505777108,1.026426328,0.064481264,0.06407263,9.768248187,1
45.00966651,54.99033349,0.818501429,2.002798595,3.746999432,0.715901142,1.048385712,0.078674178,0.5125,9,0.0625,0.682860453,1.000923967,0.070543735,0.078670298,9.732755045,1
49.4638023,50.5361977,0.978779658,1.529047318,3.37896267,0.800451436,1.038923867,0.070725553,0.460176991,5.7,0.015625,0.770462072,1.017864483,0.064472663,0.070724336,9.718432109,1
53.46142894,46.53857106,1.148755274,2.702499373,3.312533279,1.008774869,1.71896194,0.062601787,0.417721519,5.333333333,0.015625,0.586851195,0.998483125,0.082181133,0.062521744,9.70779987,1
58.24366553,41.75633447,1.394846225,1.199882322,2.373462732,2.11195795,2.828381687,0.066211787,0.358208955,6.8,0.0546875,0.746701889,0.972930559,0.08119892,0.066211376,9.655627738,1
44.64757818,55.35242182,0.806605686,1.975076056,4.165899304,0.705232369,0.924414791,0.057244405,0.315789474,6.416666667,0.0625,0.762896024,1.002683831,0.053255639,0.057242928,9.617889263,1
46.91607563,53.08392437,0.883809481,0.834528183,2.58942907,2.781490535,3.503291541,0.089643478,0.4,6.1,0.015625,0.793964905,0.975891972,0.091791236,0.089640073,9.586140384,1
39.44688017,60.55311983,0.651442573,0.758261807,2.22018462,1.898700551,3.544704014,0.103988844,0.59375,8.125,0.0546875,0.535644314,0.978792343,0.097960362,0.103970499,9.518701269,1
28.05710471,71.94289529,0.38999132,0.70410925,2.277163761,0.202512922,0.816427507,0.09293677,0.676470588,7,0.0234375,0.248047647,1.0044574,0.072630621,0.092772995,9.646692253,1
36.4032616,63.5967384,0.572407682,0.236872497,2.959109144,0.411409955,0.163834868,0.04530452,0.28125,5.5,0.09375,2.511125739,1.040767212,0.039634311,0.045238683,9.589727015,1
36.69236119,63.30763881,0.579588212,0.719311908,2.392830819,0.271910524,0.189431262,0.046566081,0.30952381,4.777777778,0.015625,1.4354047,1.039655,0.033469852,0.046552704,9.625117679,1
28.603596,71.396404,0.400630766,0.511309547,1.513309663,0.218145143,0.107969135,0.048947347,0.3125,4.25,0.015625,2.020439861,1.034973706,0.033389952,0.048937604,9.581463036,1
56.2362128,43.7637872,1.284994202,9.04E-14,1.375250386,0.152933089,0.04635655,0.032527472,0,3.5,0.015625,3.299061071,0.930846143,0.037040207,0.032107729,9.62200184,1
39.16076872,60.83923128,0.643676258,0.737954713,1.860558657,1.222767804,0.533965726,0.055419312,0.368421053,3.333333333,0.015625,2.289974325,0.9469184,0.0454576,0.055266547,9.587999629,1
47.72461449,52.27538552,0.912946199,3.78E-14,1.505995598,0.765453101,0.250972113,0.063840613,0.538461539,3.5,0.015625,3.049952807,0.952052571,0.048439448,0.063829296,9.728234377,1
38.9685334,61.0314666,0.638499049,0.850437477,1.416165389,0.295039345,0.469453668,0.07028789,0.481481482,5.6,0.015625,0.62847383,1.052437542,0.070338739,0.0702283,9.757464773,1
49.28266176,50.71733824,0.971712307,1.195195219,2.795573295,0.830368488,0.79365928,0.057214571,0.288888889,5.75,0.015625,1.046253107,1.048920852,0.058828908,0.057176624,9.84812839,1
40.30095333,59.69904667,0.675068625,1.785913048,1.665421092,1.975595241,4.007937242,0.057735394,0.12244898,12.5,0.09375,0.492920703,0.949689998,0.088867336,0.057734513,9.91620571,1
45.05358187,54.94641813,0.819954847,0.968371609,2.332179194,1.328361467,1.346973567,0.057764644,0.217391304,8.75,0.078125,0.986182283,0.927914998,0.06296919,0.057742889,9.737371205,1
54.20515537,45.79484463,1.183651911,1.117320034,2.554135498,1.140421486,1.04676427,0.044736266,0.196721312,7.75,0.046875,1.089473073,0.941323274,0.057058328,0.044733333,9.69825502,1
40.52688142,59.47311858,0.681431921,0.885718044,1.287738748,1.509370594,1.715824408,0.035145051,0.117647059,4.375,0.015625,0.879676608,0.922363543,0.052030138,0.034709649,9.708079161,1
43.46089977,56.53910023,0.768687503,0.777719911,1.588418482,1.562861431,1.473264841,0.036756561,0.2,5.166666667,0.015625,1.060814992,0.894698129,0.047902125,0.036741796,9.696080792,1
57.79841514,42.20158486,1.369579255,1.737317692,1.808444719,2.119406525,3.168002743,0.038381189,0.166666667,7.625,0.0625,0.669004006,0.958291771,0.076108702,0.0383246,9.676602087,1
57.43630142,42.56369858,1.349419889,1.928040254,4.503640196,0.810712426,0.527799117,0.04159306,0.219512195,6.916666667,0.078125,1.536024599,0.986114386,0.049773792,0.041589132,9.654187529,1
49.28215408,50.71784592,0.971692571,1.406232309,2.126076112,0.974633188,1.074583639,0.04328192,0.24137931,7.375,0.078125,0.906986811,0.996602814,0.054134363,0.043260953,9.659261041,1
