fv_e1,fv_e2,fv_e3,fv_e4,fv_e5,fv_e7,fv_e8,fv_e9,fv_e10,fv_e11,fv_e12,fv_e13,fv_e14,fv_e15,fv_e16,fv_e17,class
39.85973012,60.14026988,0.662779369,1.13E-14,0.986466056,0.018442049,0.056259034,0.077961074,0.571428571,4,0.015625,0.327806005,0.829136446,0.063390035,0.076988827,9.617378308,1
27.51351081,72.48648919,0.379567436,0.244540407,1.447287797,0.438335993,0.219573935,0.066100782,0.416666667,6.25,0.015625,1.99630249,0.838474903,0.051661984,0.065985251,9.682382138,1
30.1042563,69.8957437,0.430702282,1.501097455,1.765168921,0.381810739,0.83038241,0.05412909,0.288888889,5.75,0.015625,0.459801092,0.875040022,0.046586874,0.054111266,9.698075163,1
40.28933548,59.71066452,0.674742708,1.713737867,2.502404385,1.835165991,1.946206357,0.051351378,0.25,8.2,0.1328125,0.942945225,0.866274342,0.058157153,0.051351378,9.732367975,1
60.81885918,39.18114082,1.552248299,4.57E-14,1.842311309,1.063161641,1.26807015,0.04891633,0.266666667,5.333333333,0.015625,0.838409169,0.794958188,0.046309455,0.048638234,9.76636826,1
35.30211847,64.69788153,0.545645663,6.79E-14,1.331414642,0.639838491,0.422871995,0.054422313,0.384615385,4.666666667,0.0703125,1.513078422,0.815962009,0.050382955,0.053767977,9.761829174,1
37.48721849,62.51278151,0.59967286,3.22E-15,0.665730023,115.3382839,211.4409126,0.872635158,0.5,5,0.0703125,0.54548707,0.579329863,0.832021114,0.829586987,9.802017966,1
27.83402321,72.16597679,0.38569454,0.416975819,1.102886953,0.218700895,0.376516515,0.063423356,0.5,5,0.015625,0.580853392,0.864558045,0.0515591,0.063413127,9.713297511,1
48.8961978,51.1038022,0.956801563,1.504425562,2.000934536,2.638379849,4.212244081,0.057440961,0.338028169,9,0.015625,0.626359679,0.800148195,0.08784449,0.057432505,9.751010202,1
57.63944243,42.36055757,1.360686585,1.635693502,3.446876488,1.092912542,0.995688562,0.044215113,0.133333333,7.666666667,0.046875,1.09764497,0.757640945,0.073117903,0.04410453,9.80378833,1
65.02394046,34.97605954,1.859098519,2.86E-14,1.941007236,1.767135938,3.041380545,0.03180472,0.071428571,3,0.015625,0.581030855,0.797953333,0.050965105,0.030525615,9.733143236,1
29.09616634,70.90383366,0.410360975,0.814971163,1.273292325,0.564541679,0.540241795,0.055523859,0.3,5.166666667,0.015625,1.044979646,0.804283617,0.048833096,0.055501867,9.823977855,1
22.22759947,77.77240053,0.285803181,0.360318488,0.914346367,0.082233695,0.248334114,0.056894881,0.289473684,4.875,0.0625,0.331141356,0.812387183,0.038413006,0.056888937,9.873458089,1
28.05522853,71.94477147,0.389955072,9.82E-14,0.780399623,0.006932724,0.029534774,0.058143783,0.307692308,4.666666667,0.015625,0.234730895,0.801375929,0.033808278,0.058094064,9.777022719,1
48.81115294,51.18884706,0.953550544,0.77805513,1.752367455,0.827243078,0.388574313,0.052180385,0.393939394,5.666666667,0.03125,2.128918588,0.869065412,0.065960263,0.052042706,9.859563531,1
46.3424647,53.6575353,0.86367114,1.04615545,2.22588217,1.133057379,1.192851631,0.055058491,0.333333333,8.444444444,0.109375,0.949872851,0.868238669,0.061341153,0.055048635,9.896309439,1
37.73874779,62.26125221,0.60613538,1.19077053,1.865191164,0.493469358,1.353885989,0.055876245,0.257575758,8.375,0.140625,0.364483688,0.862957516,0.055984248,0.055826066,9.862315752,1
26.73041187,73.26958813,0.36482274,0.90033848,1.022818019,0.400687078,1.093166262,0.063507679,0.3,5.166666667,0.046875,0.366538094,0.856872193,0.053807727,0.063499135,9.82191871,1
53.68720169,46.31279831,1.159230357,2.48E-14,1.808641671,2.719836161,4.052604631,0.097711491,0.538461539,4.666666667,0.015625,0.671132866,0.813670782,0.081653501,0.09771134,9.768220253,1
59.97787962,40.02212038,1.49861824,9.52E-14,1.652332576,4.497398359,3.829940986,0.079186324,0.352941177,3.6,0.015625,1.17427354,0.856229761,0.090819013,0.078651056,9.711343621,1
20.53205295,79.46794705,0.258368987,1.51E-14,0.635239133,0.028058278,0.010345127,0.047452517,0.222222222,2.5,0.015625,2.712221666,0.9203544,0.029875735,0.046651705,9.699364196,1
32.48983395,67.51016605,0.481258392,0.087892323,1.549494896,0.657231539,0.112863615,0.054597074,0.25,5,0.046875,5.823236649,0.93316768,0.042439506,0.054562125,9.647818041,1
39.09046013,60.90953987,0.641778943,0.958405335,2.096410641,0.192345981,0.377138956,0.047665065,0.271186441,6.666666667,0.109375,0.510013557,0.914364717,0.04022473,0.047664329,9.654182152,1
44.71777894,55.28222106,0.808899825,1.108929333,3.217354892,1.098748014,4.621552683,0.086223234,0.317073171,5.25,0.046875,0.237744345,0.929754819,0.126742108,0.084993726,9.619403663,1
34.7423868,65.2576132,0.532388255,0.581103061,1.523675053,4.303567708,6.097845364,0.12628423,0.464285714,5.8,0.015625,0.705752188,0.972016437,0.152252059,0.124934476,9.800628412,1
44.33498024,55.66501976,0.796460334,1.821678048,3.890206173,0.959681078,1.334276766,0.063352084,0.328947368,9.625,0.1171875,0.719251884,0.945981193,0.064827716,0.063340072,9.932270341,1
70.96965026,29.03034974,2.444670866,1.535508283,2.490108819,132.8542102,145.1669261,0.540006045,0.31372549,8.666666667,0.09375,0.915182361,1.093662447,0.719077476,0.535357328,9.790550218,1
68.71380397,31.28619603,2.196297814,1.40E-14,2.071510424,532.6700172,773.3800192,1.211755882,0.888888889,5,0.015625,0.688755856,1.642919356,1.581779605,1.134332357,9.761736811,1
45.5875724,54.4124276,0.837815448,0.944412285,1.870551907,0.280896062,0.550337324,0.049718834,0.333333333,7,0.0625,0.510407072,0.812976949,0.06673531,0.04970536,9.930932483,1
43.64922383,56.35077617,0.774598449,1.4523578,2.461031462,1.092863185,1.750340956,0.047503912,0.274509804,8.666666667,0.1171875,0.624371601,0.830503146,0.063368823,0.047468329,9.975318667,1
34.89730974,65.10269026,0.536034834,0.854867433,1.663041671,0.357530529,0.405897525,0.044792843,0.217391304,4.8,0.015625,0.880839393,0.850950375,0.053533378,0.044787691,10.01870019,1
47.36254062,52.63745938,0.89978774,7.75E-14,1.319105588,0.010661243,0.00806149,0.037739547,0.166666667,3.5,0.015625,1.322490377,0.747802,0.035435723,0.036921986,10.02582939,1
